"feature"	"imp_rank_raw"	"imp_rank"	"imp_sign"	"dat"	"seed"	"imp_rank_frac_raw"	"imp_rank_frac"
"21008"	"CKDyes"	63	46	"Positive"	"infection-urine_patient-kleborate_lr"	"81"	0.84	0.613333333333333
"21009"	"wziwzi154"	11	56	"Negative"	"infection-urine_patient-kleborate_lr"	"81"	0.146666666666667	0.746666666666667
"21010"	"meropenem30yes"	45	9	"Positive"	"infection-urine_patient-kleborate_lr"	"81"	0.6	0.12
"21011"	"LOSbeforeCx"	41	1	"Positive"	"infection-urine_patient-kleborate_lr"	"81"	0.546666666666667	0.0133333333333333
"21012"	"flagyl30yes"	68	60	"Positive"	"infection-urine_patient-kleborate_lr"	"81"	0.906666666666667	0.8
"21013"	"foleyyes"	35	11	"Negative"	"infection-urine_patient-kleborate_lr"	"81"	0.466666666666667	0.146666666666667
"21014"	"Tmt.DfrA14"	13	54	"Negative"	"infection-urine_patient-kleborate_lr"	"81"	0.173333333333333	0.72
"21015"	"TetTetA"	12	55	"Negative"	"infection-urine_patient-kleborate_lr"	"81"	0.16	0.733333333333333
"21016"	"Yersiniabactin._ICEKp10"	39.5	2.5	"Negative"	"infection-urine_patient-kleborate_lr"	"81"	0.526666666666667	0.0333333333333333
"21017"	"obeseyes"	24	34	"Negative"	"infection-urine_patient-kleborate_lr"	"81"	0.32	0.453333333333333
"21018"	"AGly.AadB"	14.5	52.5	"Negative"	"infection-urine_patient-kleborate_lr"	"81"	0.193333333333333	0.7
"21019"	"levo30yes"	47	16	"Positive"	"infection-urine_patient-kleborate_lr"	"81"	0.626666666666667	0.213333333333333
"21020"	"amikacin30yes"	62	45	"Positive"	"infection-urine_patient-kleborate_lr"	"81"	0.826666666666667	0.6
"21021"	"Colibactinclb.3"	39.5	2.5	"Negative"	"infection-urine_patient-kleborate_lr"	"81"	0.526666666666667	0.0333333333333333
"21022"	"pseudoPCN30yes"	69	64	"Positive"	"infection-urine_patient-kleborate_lr"	"81"	0.92	0.853333333333333
"21023"	"anti_pseudo30yes"	5	66	"Negative"	"infection-urine_patient-kleborate_lr"	"81"	0.0666666666666667	0.88
"21024"	"Bla_CarbKPC.3"	58.5	35.5	"Positive"	"infection-urine_patient-kleborate_lr"	"81"	0.78	0.473333333333333
"21025"	"AG30yes"	52	24	"Positive"	"infection-urine_patient-kleborate_lr"	"81"	0.693333333333333	0.32
"21026"	"Sul.SulI"	7	62	"Negative"	"infection-urine_patient-kleborate_lr"	"81"	0.0933333333333333	0.826666666666667
"21027"	"central_lineyes"	65	49	"Positive"	"infection-urine_patient-kleborate_lr"	"81"	0.866666666666667	0.653333333333333
"21028"	"underweightyes"	10	57	"Negative"	"infection-urine_patient-kleborate_lr"	"81"	0.133333333333333	0.76
"21029"	"zosyn30yes"	71	67	"Positive"	"infection-urine_patient-kleborate_lr"	"81"	0.946666666666667	0.893333333333333
"21030"	"AGly.AadA2"	30	20	"Negative"	"infection-urine_patient-kleborate_lr"	"81"	0.4	0.266666666666667
"21031"	"cefepime30yes"	6	63	"Negative"	"infection-urine_patient-kleborate_lr"	"81"	0.08	0.84
"21032"	"tigecycline30yes"	64	47	"Positive"	"infection-urine_patient-kleborate_lr"	"81"	0.853333333333333	0.626666666666667
"21033"	"decubyes"	54	27	"Positive"	"infection-urine_patient-kleborate_lr"	"81"	0.72	0.36
"21034"	"Bla_broad_inhR.TEM.54"	73	73	"Positive"	"infection-urine_patient-kleborate_lr"	"81"	0.973333333333333	0.973333333333333
"21035"	"sexmale"	36	10	"Negative"	"infection-urine_patient-kleborate_lr"	"81"	0.48	0.133333333333333
"21036"	"Flq.GyrA.87N"	28	26	"Negative"	"infection-urine_patient-kleborate_lr"	"81"	0.373333333333333	0.346666666666667
"21037"	"ColMgrB.trunc"	43.5	6.5	"Positive"	"infection-urine_patient-kleborate_lr"	"81"	0.58	0.0866666666666667
"21038"	"FQ30yes"	17	48	"Negative"	"infection-urine_patient-kleborate_lr"	"81"	0.226666666666667	0.64
"21039"	"O_locus_missing_genes.O1.O2v2_07_kfoC"	72	71	"Positive"	"infection-urine_patient-kleborate_lr"	"81"	0.96	0.946666666666667
"21040"	"lung_dzyes"	49	19	"Positive"	"infection-urine_patient-kleborate_lr"	"81"	0.653333333333333	0.253333333333333
"21041"	"K_locusKL107"	58.5	35.5	"Positive"	"infection-urine_patient-kleborate_lr"	"81"	0.78	0.473333333333333
"21042"	"resistance_score"	43.5	6.5	"Positive"	"infection-urine_patient-kleborate_lr"	"81"	0.58	0.0866666666666667
"21043"	"brain_injuryyes"	4	68	"Negative"	"infection-urine_patient-kleborate_lr"	"81"	0.0533333333333333	0.906666666666667
"21044"	"wziwzi29"	26	30	"Negative"	"infection-urine_patient-kleborate_lr"	"81"	0.346666666666667	0.4
"21045"	"Yersiniabactin.ybt_0"	55	29	"Positive"	"infection-urine_patient-kleborate_lr"	"81"	0.733333333333333	0.386666666666667
"21046"	"AGly.Aac6.Ib"	48	17	"Positive"	"infection-urine_patient-kleborate_lr"	"81"	0.64	0.226666666666667
"21047"	"AGly.StrB"	19.5	42.5	"Negative"	"infection-urine_patient-kleborate_lr"	"81"	0.26	0.566666666666667
"21048"	"vanco30yes"	21	41	"Negative"	"infection-urine_patient-kleborate_lr"	"81"	0.28	0.546666666666667
"21049"	"Tmt.DfrA17"	33.5	12.5	"Negative"	"infection-urine_patient-kleborate_lr"	"81"	0.446666666666667	0.166666666666667
"21050"	"Bla_broadSHV.11"	27	28	"Negative"	"infection-urine_patient-kleborate_lr"	"81"	0.36	0.373333333333333
"21051"	"Yersiniabactin.ybt_17"	25	31	"Negative"	"infection-urine_patient-kleborate_lr"	"81"	0.333333333333333	0.413333333333333
"21052"	"resp_failureyes"	57	33	"Positive"	"infection-urine_patient-kleborate_lr"	"81"	0.76	0.44
"21053"	"dapto30yes"	75	75	"Positive"	"infection-urine_patient-kleborate_lr"	"81"	1	1
"21054"	"Bla.OXA.9"	29	22	"Negative"	"infection-urine_patient-kleborate_lr"	"81"	0.386666666666667	0.293333333333333
"21055"	"third_gen_ceph30yes"	56	32	"Positive"	"infection-urine_patient-kleborate_lr"	"81"	0.746666666666667	0.426666666666667
"21056"	"Tmt.DfrA12"	38	4	"Negative"	"infection-urine_patient-kleborate_lr"	"81"	0.506666666666667	0.0533333333333333
"21057"	"trachyes"	3	69	"Negative"	"infection-urine_patient-kleborate_lr"	"81"	0.04	0.92
"21058"	"CHFyes"	2	70	"Negative"	"infection-urine_patient-kleborate_lr"	"81"	0.0266666666666667	0.933333333333333
"21059"	"ctx30yes"	66	51	"Positive"	"infection-urine_patient-kleborate_lr"	"81"	0.88	0.68
"21060"	"Sul.SulII"	18	44	"Negative"	"infection-urine_patient-kleborate_lr"	"81"	0.24	0.586666666666667
"21061"	"Phe.FloR"	14.5	52.5	"Negative"	"infection-urine_patient-kleborate_lr"	"81"	0.193333333333333	0.7
"21062"	"AGly.AadA5"	33.5	12.5	"Negative"	"infection-urine_patient-kleborate_lr"	"81"	0.446666666666667	0.166666666666667
"21063"	"Flq.GyrA.87Y"	74	74	"Positive"	"infection-urine_patient-kleborate_lr"	"81"	0.986666666666667	0.986666666666667
"21064"	"Phe.CatA1"	8	61	"Negative"	"infection-urine_patient-kleborate_lr"	"81"	0.106666666666667	0.813333333333333
"21065"	"num_resistance_classes"	50	21	"Positive"	"infection-urine_patient-kleborate_lr"	"81"	0.666666666666667	0.28
"21066"	"AGly.StrA"	19.5	42.5	"Negative"	"infection-urine_patient-kleborate_lr"	"81"	0.26	0.566666666666667
"21067"	"AGly.Aac3.IId"	51	23	"Positive"	"infection-urine_patient-kleborate_lr"	"81"	0.68	0.306666666666667
"21068"	"num_resistance_genes"	37	8	"Negative"	"infection-urine_patient-kleborate_lr"	"81"	0.493333333333333	0.106666666666667
"21069"	"Bla.SHV.187"	31	18	"Negative"	"infection-urine_patient-kleborate_lr"	"81"	0.413333333333333	0.24
"21070"	"AGly.Aph3.Ia"	61	40	"Positive"	"infection-urine_patient-kleborate_lr"	"81"	0.813333333333333	0.533333333333333
"21071"	"age"	46	15	"Positive"	"infection-urine_patient-kleborate_lr"	"81"	0.613333333333333	0.2
"21072"	"poly_colistin30yes"	9	58	"Negative"	"infection-urine_patient-kleborate_lr"	"81"	0.12	0.773333333333333
"21073"	"MLS.MphA"	67	59	"Positive"	"infection-urine_patient-kleborate_lr"	"81"	0.893333333333333	0.786666666666667
"21074"	"carbapenem30yes"	16	50	"Negative"	"infection-urine_patient-kleborate_lr"	"81"	0.213333333333333	0.666666666666667
"21075"	"VDRFyes"	23	37	"Negative"	"infection-urine_patient-kleborate_lr"	"81"	0.306666666666667	0.493333333333333
"21076"	"Bias"	42	5	"Positive"	"infection-urine_patient-kleborate_lr"	"81"	0.56	0.0666666666666667
"21077"	"sexmale"	33	10	"Negative"	"infection-urine_patient-kleborate_lr"	"82"	0.44	0.133333333333333
"21078"	"underweightyes"	21	31	"Negative"	"infection-urine_patient-kleborate_lr"	"82"	0.28	0.413333333333333
"21079"	"Bla_broadSHV.11"	6	64	"Negative"	"infection-urine_patient-kleborate_lr"	"82"	0.08	0.853333333333333
"21080"	"Yersiniabactin.ybt_0"	58	44	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	0.773333333333333	0.586666666666667
"21081"	"AGly.AadA2"	43	11	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	0.573333333333333	0.146666666666667
"21082"	"num_resistance_genes"	39	3	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	0.52	0.04
"21083"	"zosyn30yes"	67	61	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	0.893333333333333	0.813333333333333
"21084"	"Bla_CarbKPC.3"	27	21	"Negative"	"infection-urine_patient-kleborate_lr"	"82"	0.36	0.28
"21085"	"O_locus_missing_genes.O1.O2v2_07_kfoC"	68	62	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	0.906666666666667	0.826666666666667
"21086"	"LOSbeforeCx"	56	41	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	0.746666666666667	0.546666666666667
"21087"	"FQ30yes"	23	28	"Negative"	"infection-urine_patient-kleborate_lr"	"82"	0.306666666666667	0.373333333333333
"21088"	"AGly.Aac3.IId"	28	20	"Negative"	"infection-urine_patient-kleborate_lr"	"82"	0.373333333333333	0.266666666666667
"21089"	"resp_failureyes"	48	22	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	0.64	0.293333333333333
"21090"	"virulence_score"	61	50	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	0.813333333333333	0.666666666666667
"21091"	"meropenem30yes"	44	12	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	0.586666666666667	0.16
"21092"	"pseudoPCN30yes"	65	58	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	0.866666666666667	0.773333333333333
"21093"	"central_lineyes"	72	70	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	0.96	0.933333333333333
"21094"	"flagyl30yes"	49	26	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	0.653333333333333	0.346666666666667
"21095"	"linezolid30yes"	19	34	"Negative"	"infection-urine_patient-kleborate_lr"	"82"	0.253333333333333	0.453333333333333
"21096"	"Phe.FloR"	34.5	6.5	"Negative"	"infection-urine_patient-kleborate_lr"	"82"	0.46	0.0866666666666667
"21097"	"CKDyes"	38	2	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	0.506666666666667	0.0266666666666667
"21098"	"Flq.GyrA.87Y"	75	75	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	1	1
"21099"	"dapto30yes"	74	74	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	0.986666666666667	0.986666666666667
"21100"	"ColMgrB.trunc"	29.5	15.5	"Negative"	"infection-urine_patient-kleborate_lr"	"82"	0.393333333333333	0.206666666666667
"21101"	"Colibactinclb.3"	45.5	17.5	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	0.606666666666667	0.233333333333333
"21102"	"tigecycline30yes"	71	69	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	0.946666666666667	0.92
"21103"	"carbapenem30yes"	9	53	"Negative"	"infection-urine_patient-kleborate_lr"	"82"	0.12	0.706666666666667
"21104"	"Tmt.DfrA14"	10	52	"Negative"	"infection-urine_patient-kleborate_lr"	"82"	0.133333333333333	0.693333333333333
"21105"	"AGly.Aph3.Ia"	64	57	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	0.853333333333333	0.76
"21106"	"num_resistance_classes"	40	5	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	0.533333333333333	0.0666666666666667
"21107"	"MLS.MphA"	62	54	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	0.826666666666667	0.72
"21108"	"age"	50	27	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	0.666666666666667	0.36
"21109"	"foleyyes"	52	32	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	0.693333333333333	0.426666666666667
"21110"	"AG30yes"	70	68	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	0.933333333333333	0.906666666666667
"21111"	"ctx30yes"	59	45	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	0.786666666666667	0.6
"21112"	"lung_dzyes"	66	60	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	0.88	0.8
"21113"	"resistance_score"	29.5	15.5	"Negative"	"infection-urine_patient-kleborate_lr"	"82"	0.393333333333333	0.206666666666667
"21114"	"anti_pseudo30yes"	7	59	"Negative"	"infection-urine_patient-kleborate_lr"	"82"	0.0933333333333333	0.786666666666667
"21115"	"Flq.GyrA.87N"	37	1	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	0.493333333333333	0.0133333333333333
"21116"	"Phe.CatA1"	5	65	"Negative"	"infection-urine_patient-kleborate_lr"	"82"	0.0666666666666667	0.866666666666667
"21117"	"malignancyyes"	4	66	"Negative"	"infection-urine_patient-kleborate_lr"	"82"	0.0533333333333333	0.88
"21118"	"trachyes"	2	72	"Negative"	"infection-urine_patient-kleborate_lr"	"82"	0.0266666666666667	0.96
"21119"	"wziwzi29"	26	23	"Negative"	"infection-urine_patient-kleborate_lr"	"82"	0.346666666666667	0.306666666666667
"21120"	"obeseyes"	20	33	"Negative"	"infection-urine_patient-kleborate_lr"	"82"	0.266666666666667	0.44
"21121"	"wziwzi154"	25	24	"Negative"	"infection-urine_patient-kleborate_lr"	"82"	0.333333333333333	0.32
"21122"	"Tmt.DfrA12"	22	30	"Negative"	"infection-urine_patient-kleborate_lr"	"82"	0.293333333333333	0.4
"21123"	"AGly.Aac6.Ib"	69	63	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	0.92	0.84
"21124"	"TetTetA"	8	56	"Negative"	"infection-urine_patient-kleborate_lr"	"82"	0.106666666666667	0.746666666666667
"21125"	"brain_injuryyes"	3	67	"Negative"	"infection-urine_patient-kleborate_lr"	"82"	0.04	0.893333333333333
"21126"	"Yersiniabactin._ICEKp10"	45.5	17.5	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	0.606666666666667	0.233333333333333
"21127"	"third_gen_ceph30yes"	53	35	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	0.706666666666667	0.466666666666667
"21128"	"AGly.AadA1.pm"	31	14	"Negative"	"infection-urine_patient-kleborate_lr"	"82"	0.413333333333333	0.186666666666667
"21129"	"AGly.StrB"	13.5	46.5	"Negative"	"infection-urine_patient-kleborate_lr"	"82"	0.18	0.62
"21130"	"Yersiniabactin.ybt_17"	24	25	"Negative"	"infection-urine_patient-kleborate_lr"	"82"	0.32	0.333333333333333
"21131"	"K_locusKL107"	55	40	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	0.733333333333333	0.533333333333333
"21132"	"Tmt.DfrA17"	41.5	8.5	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	0.553333333333333	0.113333333333333
"21133"	"VDRFyes"	11	51	"Negative"	"infection-urine_patient-kleborate_lr"	"82"	0.146666666666667	0.68
"21134"	"Sul.SulI"	17	38	"Negative"	"infection-urine_patient-kleborate_lr"	"82"	0.226666666666667	0.506666666666667
"21135"	"amikacin30yes"	18	37	"Negative"	"infection-urine_patient-kleborate_lr"	"82"	0.24	0.493333333333333
"21136"	"Bla_broad_inhR.TEM.54"	54	36	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	0.72	0.48
"21137"	"AGly.StrA"	13.5	46.5	"Negative"	"infection-urine_patient-kleborate_lr"	"82"	0.18	0.62
"21138"	"decubyes"	73	71	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	0.973333333333333	0.946666666666667
"21139"	"Sul.SulII"	12	48	"Negative"	"infection-urine_patient-kleborate_lr"	"82"	0.16	0.64
"21140"	"CHFyes"	1	73	"Negative"	"infection-urine_patient-kleborate_lr"	"82"	0.0133333333333333	0.973333333333333
"21141"	"AKIyes"	60	49	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	0.8	0.653333333333333
"21142"	"Bla.OXA.9"	15	43	"Negative"	"infection-urine_patient-kleborate_lr"	"82"	0.2	0.573333333333333
"21143"	"gastroyes"	63	55	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	0.84	0.733333333333333
"21144"	"AGly.AadA5"	41.5	8.5	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	0.553333333333333	0.113333333333333
"21145"	"cefepime30yes"	16	39	"Negative"	"infection-urine_patient-kleborate_lr"	"82"	0.213333333333333	0.52
"21146"	"poly_colistin30yes"	51	29	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	0.68	0.386666666666667
"21147"	"levo30yes"	57	42	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	0.76	0.56
"21148"	"vanco30yes"	32	13	"Negative"	"infection-urine_patient-kleborate_lr"	"82"	0.426666666666667	0.173333333333333
"21149"	"AGly.AadB"	34.5	6.5	"Negative"	"infection-urine_patient-kleborate_lr"	"82"	0.46	0.0866666666666667
"21150"	"Bla.SHV.187"	36	4	"Negative"	"infection-urine_patient-kleborate_lr"	"82"	0.48	0.0533333333333333
"21151"	"Bias"	47	19	"Positive"	"infection-urine_patient-kleborate_lr"	"82"	0.626666666666667	0.253333333333333
"21152"	"Sul.SulII"	18	35	"Negative"	"infection-urine_patient-kleborate_lr"	"83"	0.24	0.466666666666667
"21153"	"meropenem30yes"	71	66	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.946666666666667	0.88
"21154"	"AKIyes"	59	50	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.786666666666667	0.666666666666667
"21155"	"AGly.AadA1.pm"	61	52	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.813333333333333	0.693333333333333
"21156"	"AGly.AadB"	32.5	5.5	"Negative"	"infection-urine_patient-kleborate_lr"	"83"	0.433333333333333	0.0733333333333333
"21157"	"zosyn30yes"	49	31	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.653333333333333	0.413333333333333
"21158"	"Tmt.DfrA12"	20	28	"Negative"	"infection-urine_patient-kleborate_lr"	"83"	0.266666666666667	0.373333333333333
"21159"	"age"	55	41	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.733333333333333	0.546666666666667
"21160"	"VDRFyes"	41	11	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.546666666666667	0.146666666666667
"21161"	"Bla.SHV.187"	44	19	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.586666666666667	0.253333333333333
"21162"	"dapto30yes"	75	75	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	1	1
"21163"	"Flq.GyrA.87N"	57	46	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.76	0.613333333333333
"21164"	"decubyes"	64	57	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.853333333333333	0.76
"21165"	"Tmt.DfrA17"	29.5	12.5	"Negative"	"infection-urine_patient-kleborate_lr"	"83"	0.393333333333333	0.166666666666667
"21166"	"malignancyyes"	4	71	"Negative"	"infection-urine_patient-kleborate_lr"	"83"	0.0533333333333333	0.946666666666667
"21167"	"ColMgrB.trunc"	27.5	16.5	"Negative"	"infection-urine_patient-kleborate_lr"	"83"	0.366666666666667	0.22
"21168"	"AGly.StrB"	21.5	26.5	"Negative"	"infection-urine_patient-kleborate_lr"	"83"	0.286666666666667	0.353333333333333
"21169"	"Tmt.DfrA14"	7	63	"Negative"	"infection-urine_patient-kleborate_lr"	"83"	0.0933333333333333	0.84
"21170"	"poly_colistin30yes"	67	60	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.893333333333333	0.8
"21171"	"sexmale"	9	53	"Negative"	"infection-urine_patient-kleborate_lr"	"83"	0.12	0.706666666666667
"21172"	"pseudoPCN30yes"	45	20	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.6	0.266666666666667
"21173"	"Yersiniabactin.ybt_17"	10	49	"Negative"	"infection-urine_patient-kleborate_lr"	"83"	0.133333333333333	0.653333333333333
"21174"	"flagyl30yes"	25	22	"Negative"	"infection-urine_patient-kleborate_lr"	"83"	0.333333333333333	0.293333333333333
"21175"	"LOSbeforeCx"	73	68	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.973333333333333	0.906666666666667
"21176"	"resp_failureyes"	38	7	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.506666666666667	0.0933333333333333
"21177"	"K_locusKL107"	65	58	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.866666666666667	0.773333333333333
"21178"	"Sul.SulI"	13	43	"Negative"	"infection-urine_patient-kleborate_lr"	"83"	0.173333333333333	0.573333333333333
"21179"	"Yersiniabactin._ICEKp10"	42.5	14.5	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.566666666666667	0.193333333333333
"21180"	"central_lineyes"	74	70	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.986666666666667	0.933333333333333
"21181"	"Bla.OXA.9"	34	4	"Negative"	"infection-urine_patient-kleborate_lr"	"83"	0.453333333333333	0.0533333333333333
"21182"	"levo30yes"	56	44	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.746666666666667	0.586666666666667
"21183"	"Yersiniabactin.ybt_0"	66	59	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.88	0.786666666666667
"21184"	"AGly.Aac6.Ib"	26	18	"Negative"	"infection-urine_patient-kleborate_lr"	"83"	0.346666666666667	0.24
"21185"	"Bla_broadSHV.11"	36	1	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.48	0.0133333333333333
"21186"	"O_locus_missing_genes.O1.O2v2_07_kfoC"	72	67	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.96	0.893333333333333
"21187"	"AGly.Aac3.IId"	48	29	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.64	0.386666666666667
"21188"	"trachyes"	3	72	"Negative"	"infection-urine_patient-kleborate_lr"	"83"	0.04	0.96
"21189"	"virulence_score"	54	40	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.72	0.533333333333333
"21190"	"Bla_CarbKPC.3"	19	30	"Negative"	"infection-urine_patient-kleborate_lr"	"83"	0.253333333333333	0.4
"21191"	"resistance_score"	27.5	16.5	"Negative"	"infection-urine_patient-kleborate_lr"	"83"	0.366666666666667	0.22
"21192"	"foleyyes"	12	45	"Negative"	"infection-urine_patient-kleborate_lr"	"83"	0.16	0.6
"21193"	"anti_pseudo30yes"	6	64	"Negative"	"infection-urine_patient-kleborate_lr"	"83"	0.08	0.853333333333333
"21194"	"Colibactinclb.3"	42.5	14.5	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.566666666666667	0.193333333333333
"21195"	"AGly.StrA"	21.5	26.5	"Negative"	"infection-urine_patient-kleborate_lr"	"83"	0.286666666666667	0.353333333333333
"21196"	"num_resistance_genes"	24	23	"Negative"	"infection-urine_patient-kleborate_lr"	"83"	0.32	0.306666666666667
"21197"	"obeseyes"	47	25	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.626666666666667	0.333333333333333
"21198"	"linezolid30yes"	11	48	"Negative"	"infection-urine_patient-kleborate_lr"	"83"	0.146666666666667	0.64
"21199"	"tigecycline30yes"	60	51	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.8	0.68
"21200"	"MLS.MphA"	50	32	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.666666666666667	0.426666666666667
"21201"	"CHFyes"	5	69	"Negative"	"infection-urine_patient-kleborate_lr"	"83"	0.0666666666666667	0.92
"21202"	"brain_injuryyes"	2	73	"Negative"	"infection-urine_patient-kleborate_lr"	"83"	0.0266666666666667	0.973333333333333
"21203"	"Bla_broad_inhR.TEM.54"	63	55	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.84	0.733333333333333
"21204"	"AG30yes"	62	54	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.826666666666667	0.72
"21205"	"gastroyes"	69	62	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.92	0.826666666666667
"21206"	"Phe.FloR"	32.5	5.5	"Negative"	"infection-urine_patient-kleborate_lr"	"83"	0.433333333333333	0.0733333333333333
"21207"	"AGly.Aph3.Ia"	70	65	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.933333333333333	0.866666666666667
"21208"	"underweightyes"	46	21	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.613333333333333	0.28
"21209"	"Flq.GyrA.87Y"	68	61	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.906666666666667	0.813333333333333
"21210"	"carbapenem30yes"	15	39	"Negative"	"infection-urine_patient-kleborate_lr"	"83"	0.2	0.52
"21211"	"FQ30yes"	31	10	"Negative"	"infection-urine_patient-kleborate_lr"	"83"	0.413333333333333	0.133333333333333
"21212"	"Phe.CatA1"	1	74	"Negative"	"infection-urine_patient-kleborate_lr"	"83"	0.0133333333333333	0.986666666666667
"21213"	"cefepime30yes"	8	56	"Negative"	"infection-urine_patient-kleborate_lr"	"83"	0.106666666666667	0.746666666666667
"21214"	"AGly.AadA2"	14	42	"Negative"	"infection-urine_patient-kleborate_lr"	"83"	0.186666666666667	0.56
"21215"	"num_resistance_classes"	39	8	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.52	0.106666666666667
"21216"	"wziwzi154"	35	3	"Negative"	"infection-urine_patient-kleborate_lr"	"83"	0.466666666666667	0.04
"21217"	"ctx30yes"	58	47	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.773333333333333	0.626666666666667
"21218"	"third_gen_ceph30yes"	53	38	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.706666666666667	0.506666666666667
"21219"	"CKDyes"	37	2	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.493333333333333	0.0266666666666667
"21220"	"AGly.AadA5"	29.5	12.5	"Negative"	"infection-urine_patient-kleborate_lr"	"83"	0.393333333333333	0.166666666666667
"21221"	"amikacin30yes"	52	34	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.693333333333333	0.453333333333333
"21222"	"wziwzi29"	17	36	"Negative"	"infection-urine_patient-kleborate_lr"	"83"	0.226666666666667	0.48
"21223"	"vanco30yes"	23	24	"Negative"	"infection-urine_patient-kleborate_lr"	"83"	0.306666666666667	0.32
"21224"	"TetTetA"	40	9	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.533333333333333	0.12
"21225"	"lung_dzyes"	16	37	"Negative"	"infection-urine_patient-kleborate_lr"	"83"	0.213333333333333	0.493333333333333
"21226"	"Bias"	51	33	"Positive"	"infection-urine_patient-kleborate_lr"	"83"	0.68	0.44
"21227"	"AG30yes"	65	56	"Positive"	"infection-urine_patient-kleborate_lr"	"84"	0.866666666666667	0.746666666666667
